id dam sire LLRdam LLRsire LLRpair OHdam OHsire MEpair ringnr damringnr sireringnr 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020
8M71633_G5_B1 F0132 8L89987__8N87143_N24_B3 12.45 6.14 20.19 NA 0 NA 8M71633 F0132 8L89987 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71634_I5_B1 F0132 8L89987__8N87143_N24_B3 15.65 7.6 18.66 NA 0 NA 8M71634 F0132 8L89987 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71635_K5_B1 F0132 8L89987__8N87143_N24_B3 9.86 10.04 15.9 NA 0 NA 8M71635 F0132 8L89987 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71636_M5_B1 F0066 8M72323 22.06 10.71 30.21 NA 0 NA 8M71636 F0066 8M72323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71637_O5_B1 F0066 8M72323 22.8 10.59 30.01 NA 0 NA 8M71637 F0066 8M72323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71638_A7_B1 F0066 8M72323 19.7 11.75 27.57 NA 0 NA 8M71638 F0066 8M72323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71639_C7_B1 F0066 8M72323 19.21 10.16 25.88 NA 0 NA 8M71639 F0066 8M72323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71640_E7_B1 F0066 8M72323 19.39 10.3 29.12 NA 0 NA 8M71640 F0066 8M72323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71641_G7_B1 F0199 M0188 12.23 21.26 19.86 NA NA NA 8M71641 F0199 M0188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71642_I7_B1 F0199 M0188 17.42 20.95 23.96 NA NA NA 8M71642 F0199 M0188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71643_K7_B1 F0199 M0188 16.7 21.22 24.05 NA NA NA 8M71643 F0199 M0188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71644_M7_B1 F0199 M0188 17.25 21.73 25.82 NA NA NA 8M71644 F0199 M0188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71645_O7_B1 F0340 8M31731 19.67 12.92 29.84 NA 0 NA 8M71645 F0340 8M31731 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71646_O13_B4 F0340 8M31731 22.8 11 31.48 NA 0 NA 8M71646 F0340 8M31731 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71647_C9_B1 F0340 8M31731 21.07 11.5 31.65 NA 0 NA 8M71647 F0340 8M31731 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71648_E9_B1 F0340 8M31731 20.76 11.48 29.07 NA 0 NA 8M71648 F0340 8M31731 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71649_G9_B1 F0340 8M31731 19.03 10.11 28.1 NA 0 NA 8M71649 F0340 8M31731 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71650__MISSEX3 F0006 8M72024 20.94 46.8 25.36 NA 0 NA 8M71650 F0006 8M72024 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71651_I9_B1 F0006 8M72024 21.56 47.39 24.41 NA 0 NA 8M71651 F0006 8M72024 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71652_K9_B1 8M72037 M0214 32.43 8.59 11.92 0 NA NA 8M71652 8M72037 M0214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71654_O9_B1 8M72037 M0214 37.83 7.4 11.29 0 NA NA 8M71654 8M72037 M0214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71656_N5_B3 F0059 8L30500 20.95 10.1 31.65 NA 1 NA 8M71656 F0059 8L30500 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71657_A11_B1 F0059 8L30500 21.96 12 31.13 NA 0 NA 8M71657 F0059 8L30500 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71658_C11_B1 F0059 8L30500 21.49 10.62 31.06 NA 1 NA 8M71658 F0059 8L30500 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71659_E11_B1 F0059 8L30500 21.28 11.89 31.66 NA 0 NA 8M71659 F0059 8L30500 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71660_G11_B1__MISSEX3 8L19633 8L57916 10.86 14.59 28.59 1 0 1 8M71660 8L19633 8L57916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71661_I11_B1 8L19633 8L57916 11.3 10.18 28.7 1 0 1 8M71661 8L19633 8L57916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71662 8L19633 8L57916 13.11 11.11 30.42 0 0 0 8M71662 8L19633 8L57916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71663_K11_B1 8L19633 8L57916 13.64 12.77 26.48 0 0 2 8M71663 8L19633 8L57916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71664_M11_B1 8L19633 8L57916 11.68 11.49 28.57 0 0 1 8M71664 8L19633 8L57916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71665_O11_B1 8L19633 8L57916 12.11 13.72 28.76 0 0 0 8M71665 8L19633 8L57916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71666_A15_B4 8L89995 8981929 10.32 9.74 31.59 0 0 0 8M71666 8L89995 8981929 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71667 8L89995 8981929 9.05 10.61 31.98 0 0 0 8M71667 8L89995 8981929 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71668_C13_B1 F0146 8M72291 8.92 27.18 14.9 NA 0 NA 8M71668 F0146 8M72291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71669_E13_B1 F0146 M0177 12.17 17.68 20.48 NA NA NA 8M71669 F0146 M0177 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71670_G13_B1 F0146 8M72291 18.08 29.79 26.69 NA 0 NA 8M71670 F0146 8M72291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71671_I13_B1 F0146 8M72291 15.29 28.84 24.59 NA 0 NA 8M71671 F0146 8M72291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71672 8934215 M0100 12.21 15.67 24.71 0 NA NA 8M71672 8934215 M0100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.171 0.829 0 0 0 0 0 0 0 0 0 0
8M71673 8L89995 8M31730 13.37 11.34 31.18 0 0 0 8M71673 8L89995 8M31730 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.367 0.633 0 0 0 0 0 0 0 0 0 0
8M71674 8L30829 M0136 11.79 19.19 30.91 0 NA NA 8M71674 8L30829 M0136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.214 0.786 0 0 0 0 0 0 0 0 0 0
8M71675_K13_B1 8M72303_D23_B1 M0073 27.95 14.47 21.16 0 NA NA 8M71675 8M72303 M0073 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71676_C9_B4 8M72303_D23_B1 M0073 26.81 8.67 15.5 0 NA NA 8M71676 8M72303 M0073 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71677_F15_B1 8M72303_D23_B1 M0073 32.29 16.58 24.17 0 NA NA 8M71677 8M72303 M0073 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71678_O13_B1 8M31253_D11_B1 8L57907_E22_B1 10.64 8.57 29.84 0 0 0 8M71678 8M31253 8L57907 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71679_A15_B1 8M31253_D11_B1 8L57907_E22_B1 9.42 9.39 26.8 0 0 2 8M71679 8M31253 8L57907 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71680_C15_B1 8M31253_D11_B1 8L57907_E22_B1 12.97 10 30.28 0 0 0 8M71680 8M31253 8L57907 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71681_E15_B1 8M31253_D11_B1 8L57907_E22_B1 9.26 8.51 29.98 0 0 0 8M71681 8M31253 8L57907 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71682_G15_B1 8M31253_D11_B1 8L57907_E22_B1 9.44 9.88 30.44 0 0 0 8M71682 8M31253 8L57907 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71683_I15_B1 8M72052 M0087 32.96 13.14 18.95 0 NA NA 8M71683 8M72052 M0087 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71684_K15_B1 8M72052 M0087 32.28 16.42 20.8 0 NA NA 8M71684 8M72052 M0087 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71685_M15_B1 8M72052 M0087 34.69 17.5 26.08 0 NA NA 8M71685 8M72052 M0087 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71686_O15_B1 8M72052 M0087 29.47 19.19 25.2 0 NA NA 8M71686 8M72052 M0087 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71687 8M72176 8M72022 33.97 31.15 37.65 0 0 0 8M71687 8M72176 8M72022 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71688_A17_B1 8M72176 8M72022 31.72 29.23 45.74 0 0 0 8M71688 8M72176 8M72022 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71689_C17_B1 8M72176 8M72022 30.5 26.55 42.27 0 0 0 8M71689 8M72176 8M72022 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71690_E17_B1 8M72176 8M72022 30.14 25.44 39.64 0 0 0 8M71690 8M72176 8M72022 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71691 F0103 8L64824 12.13 11.28 21.32 NA 0 NA 8M71691 F0103 8L64824 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71692_G17_B1 F0103 8L57918 15.21 23.75 24.25 NA 0 NA 8M71692 F0103 8L57918 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71693_I17_B1 F0148 8M72114 11.98 25.84 11.28 NA 0 NA 8M71693 F0148 8M72114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71694_K17_B1 F0148 8M72114 15.23 28.72 21.36 NA 0 NA 8M71694 F0148 8M72114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71695_M17_B1 F0148 8M72114 13.08 25.09 18.45 NA 0 NA 8M71695 F0148 8M72114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71696_O17_B1 F0148 8M72114 11.49 30.1 19.21 NA 0 NA 8M71696 F0148 8M72114 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71697_A19_B1 F0023 8L89992 18.34 11.49 28.39 NA 0 NA 8M71697 F0023 8L89992 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71698_C19_B1 F0023 8L89992 20.56 12.42 31.12 NA 0 NA 8M71698 F0023 8L89992 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71699_E19_B1 F0023 8L89992 21.31 12.19 30.84 NA 0 NA 8M71699 F0023 8L89992 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71700 8L57789 8L30819 6.75 11.65 29.67 1 0 1 8M71700 8L57789 8L30819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.229 0.771 0 0 0 0 0 0 0 0 0 0
8M71701_G19_B1 8M72113_P17_B1 8L89976_N5_B1 29.52 6.01 29.88 0 1 1 8M71701 8M72113 8L89976 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71702_I19_B1 8M72113_P17_B1 8L89976_N5_B1 30.21 8.71 31.46 0 0 0 8M71702 8M72113 8L89976 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71703_K19_B1 8M72113_P17_B1 8L89976_N5_B1 27.8 9.35 31.12 0 0 0 8M71703 8M72113 8L89976 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71704_M19_B1 8M72113_P17_B1 8L89976_N5_B1 31.28 10.25 30.39 0 0 0 8M71704 8M72113 8L89976 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71705_H15_B1 8M31085_N7_B1 8L64827_I10_B1__MISSEX3 9.09 6.3 33.71 0 0 0 8M71705 8M31085 8L64827 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71706_O19_B1 8M31085_N7_B1 8L64827_I10_B1__MISSEX3 7.86 6.55 34.75 0 0 0 8M71706 8M31085 8L64827 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71707_A21_B1 8M31085_N7_B1 8L64827_I10_B1__MISSEX3 8.88 6.85 30.81 0 1 1 8M71707 8M31085 8L64827 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71708_C21_B1__MISSEX3 8M31085_N7_B1 8L64827_I10_B1__MISSEX3 15.47 9.74 33.53 0 0 0 8M71708 8M31085 8L64827 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71709_E21_B1 8M72174_J10_B1 M0228 51.95 24.59 33.68 0 NA NA 8M71709 8M72174 M0228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71710__MISSEX3 8M72174_J10_B1 M0228 50.64 24 34.13 0 NA NA 8M71710 8M72174 M0228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71711_G21_B1 8M72174_J10_B1 M0228 43.69 21.37 32.58 0 NA NA 8M71711 8M72174 M0228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71712_I21_B1 8M72174_J10_B1 M0228 48.97 20.89 30.43 0 NA NA 8M71712 8M72174 M0228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71713_K21_B1 8M72174_J10_B1 M0228 51.43 26.61 34.06 0 NA NA 8M71713 8M72174 M0228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71714_M21_B1 8L64829_M24_B1 8904676_N6_B4 18.09 10.45 29.72 0 0 0 8M71714 8L64829 8904676 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71715_O21_B1 8L64829_M24_B1 8904676_N6_B4 12.95 6.29 31.42 0 0 0 8M71715 8L64829 8904676 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71716_A23_B1 8L64829_M24_B1 8904676_N6_B4 24.81 5.9 29.71 0 0 0 8M71716 8L64829 8904676 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71717_C23_B1 8L64829_M24_B1 8904676_N6_B4 13.22 9.96 26.59 0 0 0 8M71717 8L64829 8904676 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71718_E23_B1 F0284 M0271 6.1 6.1 13.05 NA NA NA 8M71718 F0284 M0271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71719_G23_B1 8M72113_P17_B1 8L89976_N5_B1 30.02 10.24 29.79 0 0 0 8M71719 8M72113 8L89976 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71720_E9_B4 8L64829_M24_B1 8M31741_D13_B1 9.77 13.96 29.96 0 0 0 8M71720 8L64829 8M31741 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71721_K23_B1 8L64829_M24_B1 8M31741_D13_B1 11.9 11.73 31.46 0 0 0 8M71721 8L64829 8M31741 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71722 8L64829_M24_B1 8M31741_D13_B1 11.76 12.95 30.21 0 0 0 8M71722 8L64829 8M31741 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71723_M23_B1 8L64829_M24_B1 8M31741_D13_B1 12.68 9.92 30.3 0 0 0 8M71723 8L64829 8M31741 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71724_PC_A2_B1 8L64829_M24_B1 8M31741_D13_B1 12.37 12.23 30.32 0 0 0 8M71724 8L64829 8M31741 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71725_J15_B1 8M72117_P21_B1 M0017 30.77 21.15 29.32 0 NA NA 8M71725 8M72117 M0017 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71726_E2_B1 8M72117_P21_B1 M0017 31.14 19.02 26.43 0 NA NA 8M71726 8M72117 M0017 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71727_G2_B1 8M72117_P21_B1 M0017 26.41 22.03 33.34 0 NA NA 8M71727 8M72117 M0017 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71728_I2_B1 8M72117_P21_B1 M0017 28.63 19.82 30.62 0 NA NA 8M71728 8M72117 M0017 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71729_K2_B1 8M72117_P21_B1 M0017 28.96 19.84 27.78 0 NA NA 8M71729 8M72117 M0017 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71730_C15_B4 F0284 M0271 5.35 5.35 15.16 NA NA NA 8M71730 F0284 M0271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71731 F0284 M0271 7.52 7.52 14.1 NA NA NA 8M71731 F0284 M0271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71732 F0284 M0271 5.42 5.42 8.97 NA NA NA 8M71732 F0284 M0271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71733_O2_B1__MISSEX3 F0090 8939804 20.37 8.71 30.67 NA 0 NA 8M71733 F0090 8939804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71734_A4_B1 F0090 M0245 20 12.89 20.45 NA NA NA 8M71734 F0090 M0245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71735 F0090 8939804 21.37 10.97 31.11 NA 0 NA 8M71735 F0090 8939804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71736 8M72325 8L64397 33.12 12.95 32.72 0 0 0 8M71736 8M72325 8L64397 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71737_F1_B5__MISSEX3 8M72325 8M31730 27.22 10.47 25.32 0 1 2 8M71737 8M72325 8M31730 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71738_E4_B1 F0268 8L52241 17.75 12.6 26.25 NA 0 NA 8M71738 F0268 8L52241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71739_G4_B1 F0268 8L52241 17.4 13.17 23.85 NA 0 NA 8M71739 F0268 8L52241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71740_I4_B1 F0268 8L52241 18.75 10.39 29.76 NA 0 NA 8M71740 F0268 8L52241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71741_K4_B1 F0268 M0100 14.43 16.66 21.76 NA NA NA 8M71741 F0268 M0100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71742_M4_B1 8L57701 M0092 10.6 17.41 26.64 0 NA NA 8M71742 8L57701 M0092 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71743_O4_B1 8L57701 8L52239 6.33 8.24 30.63 0 0 0 8M71743 8L57701 8L52239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71744_A6_B1__MISSEX3 8L57701 M0092 10.93 17.64 27.46 0 NA NA 8M71744 8L57701 M0092 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71745_E15_B4 8L57701 8L52239 9.73 6.66 28.3 0 0 0 8M71745 8L57701 8L52239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71746_E6_B1 F0340 8M72323 18.84 12.53 27.11 NA 0 NA 8M71746 F0340 8M72323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71747_G6_B1 F0340 8M72323 20.6 12.94 27.99 NA 0 NA 8M71747 F0340 8M72323 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8M71750_F3_B1 F0392 8M31208_C13_B4 2.4 13.77 1.45 NA 0 NA 8M71750 F0392 8M31208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333 0.333 0.333 0 0 0 0 0 0 0 0 0
8M71751_I6_B1 8M31084 8L64148 8.57 12.28 29.2 2 0 2 8M71751 8M31084 8L64148 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
