id dam sire LLRdam LLRsire LLRpair OHdam OHsire MEpair ringnr damringnr sireringnr 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020
8N06273__8N06262_K1_B2 8M31984 M0107 31.86 19.73 31.11 0 NA NA 8N06273 8M31984 M0107 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06265 8M72327 M0324 31.36 19.45 30.35 0 NA NA 8N06265 8M72327 M0324 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06276__8N06266_A3_B2 NA 8L57902 NA 27.33 NA NA 0 NA 8N06276 NA 8L57902 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06278__8N06267_C3_B2 F0156 M0011 9.92 20.18 14.3 NA NA NA 8N06278 F0156 M0011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06268__MISSEX3 8L89909_A20_B1 8L19688 11.58 13.45 32.65 0 0 0 8N06268 8L89909 8L19688 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06279__8N06269_E3_B2 F0156 M0011 17.36 15.49 21.87 NA NA NA 8N06279 F0156 M0011 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06301__8N06270_G3_B2 8L89503 8L89354 14.56 11.31 28.61 0 0 1 8N06301 8L89503 8L89354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06302__8N06271_I3_B2 8L89503 8939196 14.95 11.66 32.49 1 0 1 8N06302 8L89503 8939196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06272_D10_B1 8M31984 M0107 34.23 21.23 31.64 0 NA NA 8N06272 8M31984 M0107 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06303__8N06273_K3_B2 8L89503 8939196 13.12 12.39 33.4 0 0 0 8N06303 8L89503 8939196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06304__8N06274_M3_B2 8L89503 8939196 14.44 13.79 32.74 0 0 0 8N06304 8L89503 8939196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06308__8N06275_O3_B2 8M72913 8N72664 29.32 26.7 40.55 0 1 1 8N06308 8M72913 8N72664 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06277_L23_B3 F0166 M0157 4.43 4.43 11.89 NA NA NA 8N06277 F0166 M0157 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06280 F0254 M0056 13.93 19.94 19.81 NA NA NA 8N06280 F0254 M0056 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06281 F0016 8L64373 18.14 8.08 27.54 NA 0 NA 8N06281 F0016 8L64373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06282_N23_B3 8L64820 8L64373 13.7 13.81 29.29 0 0 1 8N06282 8L64820 8L64373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06283_F10_B3 8L64820 8L64373 13.31 15.35 31.2 0 0 0 8N06283 8L64820 8L64373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06284_H10_B3 8L57941_N20_B2 8M72277 33.34 27.83 41.95 0 0 0 8N06284 8L57941 8M72277 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06285 8L64820 8L64373 13.74 15.21 30.64 0 0 0 8N06285 8L64820 8L64373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.173 0.827 0 0 0 0 0 0 0 0 0 0
8N06286_H2_B3 F0371 NA 10.35 NA NA NA NA NA 8N06286 F0371 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06287_L10_B3 8M31084 8L19661 15.01 13.17 29.29 0 2 2 8N06287 8M31084 8L19661 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06288 F0016 8L64373 17.14 10.71 24.39 NA 0 NA 8N06288 F0016 8L64373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06289_P8_B3 F0016 8L64373 20.06 11.13 25.8 NA 0 NA 8N06289 F0016 8L64373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06290_F6_B2 F0168 M0161 13.81 13.61 13.17 NA NA NA 8N06290 F0168 M0161 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06291 F0016 8L64373 20.4 12.86 27.25 NA 0 NA 8N06291 F0016 8L64373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06292 F0254 M0237 12.03 13.71 18.5 NA NA NA 8N06292 F0254 M0237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.085 0.263 0.652 0 0 0 0 0 0 0 0 0
8N06293 8L57906 M0359 14.05 26.79 26.74 0 NA NA 8N06293 8L57906 M0359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186 0.402 0.412 0 0 0 0 0 0 0 0 0
8N06294_F10_B1 NA NA NA NA NA NA NA NA 8N06294 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.998 0 0 0 0 0 0 0 0 0 0
8N06295_H10_B1 8L64829_M24_B1 8L26526_E6_B1 12.54 14.12 31.8 0 0 0 8N06295 8L64829 8L26526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
8N06296_J10_B1 F0167 M0029 30.73 22.97 6.34 NA NA NA 8N06296 F0167 M0029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
8N06297_P10_B3 8L89304_J3_B1 8M31269_L11_B1 13.28 9.47 29.4 0 0 0 8N06297 8L89304 8M31269 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06298_L10_B1 8L64142_K22_B1 8L64834_O24_B1 10.86 15.36 32.73 0 0 0 8N06298 8L64142 8L64834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.179 0.821 0 0 0 0 0 0 0 0 0 0
8N06299_B12_B3 8L64814 8L30814_A10_B1 11.77 13.13 32.4 0 0 0 8N06299 8L64814 8L30814 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06300_N10_B1 8L57911_G22_B1 8M72268 12.08 32.54 32.2 1 0 1 8N06300 8L57911 8M72268 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06305 8L30920 M0015 14.83 22.57 29.69 0 NA NA 8N06305 8L30920 M0015 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06306 8L30920 M0015 12.96 20.81 31.36 0 NA NA 8N06306 8L30920 M0015 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06311 8L89387__8L89357_I2_B3 8M71098 9.95 26.81 29.31 0 0 0 8N06311 8L89387 8M71098 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06317 8M71086 8M72906_H11_B3 24.87 27.81 38.5 1 0 1 8N06317 8M71086 8M72906 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06329__8N06321_A9_B2 8L26579 8L89389 15.92 12.69 29.27 0 0 0 8N06329 8L26579 8L89389 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06331__8N06322_C9_B2 8L26579 8L89389 14.83 13.91 30.61 0 0 0 8N06331 8L26579 8L89389 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06323_O16_B4 8L89516 8M72878 11.26 12.66 31.85 0 0 0 8N06323 8L89516 8M72878 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
X000134__8N06324_G9_B2 8M31382 8M31352 12.02 13.77 33.85 1 0 1 X000134 8M31382 8M31352 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06337__8N06326_K9_B2 8M72675 8M72924 25.99 25.62 39.28 0 0 0 8N06337 8M72675 8M72924 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06338__8N06327_M9_B2 8M72675 8M72924 28.33 22.25 38.3 0 0 0 8N06338 8M72675 8M72924 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06339__8N06328_O9_B2 8M72675 8M72924 27.58 24.19 41.88 0 0 0 8N06339 8M72675 8M72924 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06330 8L26579 8L89389 14.1 15.21 29.28 0 0 0 8N06330 8L26579 8L89389 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06342__8N06331_C11_B2 8L89822 8M72968_D5_B2 27.22 49.62 37.45 0 0 0 8N06342 8L89822 8M72968 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06332_P23_B3 8M31374 8L89637 13.13 9.19 32.88 0 1 1 8N06332 8M31374 8L89637 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06345__8N06336_I11_B2 8L89822 8M72965 45.14 74.75 40.91 0 0 0 8N06345 8L89822 8M72965 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06349__8N06339_O11_B2 8L89817_O23_B1 8M71253 12.67 9.25 25.18 0 2 3 8N06349 8L89817 8M71253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06340 8M72656 8M72654 63.23 66.32 36.75 0 0 0 8N06340 8M72656 8M72654 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06341_E18_B4 8L89822 8M72968_D5_B2 28.67 49.7 35.46 0 1 2 8N06341 8L89822 8M72968 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06352__8N06343_E13_B2 8M31398 8M31262 11.43 9.89 30.34 0 0 0 8N06352 8M31398 8M31262 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06343_G18_B4 8L89822 8M72965 46.21 79.09 36.24 0 0 0 8N06343 8L89822 8M72965 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06344_I18_B4 8L89822 8M72968_D5_B2 22.23 45.12 36.79 0 0 0 8N06344 8L89822 8M72968 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06346_M18_B4 8L89822 8M72968_D5_B2 31.76 50.78 36.24 0 2 3 8N06346 8L89822 8M72968 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06347 8L89282 8N05851 13.53 13.74 32.31 0 0 0 8N06347 8L89282 8N05851 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06348_O18_B4 8L89817_O23_B1 8M71253 14.69 12.63 29.72 0 0 0 8N06348 8L89817 8M71253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06350_A15_B2 8L89817_O23_B1 8M71253 14.06 13.29 29.66 0 0 0 8N06350 8L89817 8M71253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06353_G15_B2 8L89848 8L89366 14.77 9.85 31.46 1 1 2 8N06353 8L89848 8L89366 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06354_I15_B2 8L89848 8L89366 14.29 11.73 34.06 0 0 0 8N06354 8L89848 8L89366 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06355__MISSEX1 8L89634 8L89337 11.83 12.13 29.08 0 0 0 8N06355 8L89634 8L89337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06356_I20_B4 8L89634 8L89337 9.64 9.74 29.43 0 1 1 8N06356 8L89634 8L89337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06357_K20_B4 8M72972 8M71310 30.17 26.24 37.91 0 1 1 8N06357 8M72972 8M71310 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06358_O15_B2 8M72972 8M71310 26.15 30.97 39.04 0 0 0 8N06358 8M72972 8M71310 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06359 8M72972 8M71310 30.92 28.53 42.79 0 0 0 8N06359 8M72972 8M71310 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06360 8L89634 8L19974 32.26 11.51 30.97 0 0 0 8N06360 8L89634 8L19974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.223 0.777 0 0 0 0 0 0 0 0 0 0
8N06361_M20_B4 8M71073 8M71247 27.99 23.41 36.53 0 0 0 8N06361 8M71073 8M71247 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06372__8N06362_C17_B2 8M72919_L21_B3 8M72928 26.69 33.11 44.25 0 0 0 8N06372 8M72919 8M72928 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06374__8N06364_G17_B2 8M72666 8309141 25.06 13.94 28.3 0 0 0 8N06374 8M72666 8309141 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06375__8N06365_I17_B2 8M72666 8M71100 27.92 26.48 40.86 0 1 1 8N06375 8M72666 8M71100 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06367 8L52527 8M71253 10.44 12.69 26.72 0 0 0 8N06367 8L52527 8M71253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06378__8N06368_M17_B2 8M31706 8816955 11.46 11.42 31.72 0 0 0 8N06378 8M31706 8816955 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06379__8N06369_O17_B2 8L64202 8L49963 10.93 9.5 31.2 0 0 0 8N06379 8L64202 8L49963 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06369_O20_B4 8N72721 M0002 10.46 14.18 21.67 0 NA NA 8N06369 8N72721 M0002 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06380__8N06370_A19_B2 8L64202 8L49963 10.16 8.97 32.09 0 0 0 8N06380 8L64202 8L49963 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06370_D8_B2 8M72919_L21_B3 8M72928 19.76 31.79 34.35 0 0 0 8N06370 8M72919 8M72928 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06371 8M72919_L21_B3 8M72928 20.43 33.12 35.98 0 0 0 8N06371 8M72919 8M72928 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
X000142__8N06372_C19_B2 8L89626 8M71276__8M72631_B9_B2 12.16 25.28 26.71 0 0 1 X000142 8L89626 8M71276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06389__8N06379_O19_B2 8M31923 8M31922 10.86 13.36 30.65 0 0 0 8N06389 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06383_L6_B2 8M31973 8M71318 29.97 25.32 41.88 0 0 0 8N06383 8M31973 8M71318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06384_I22_B4 8M31973 8M71318 28.41 21.8 35.08 0 0 0 8N06384 8M31973 8M71318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06385 8M31973 8M71318 30.25 30.09 43.07 0 0 0 8N06385 8M31973 8M71318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06387 8M31923 8M31922 14.07 10.24 30.76 0 0 0 8N06387 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06388_K22_B4 8M31923 8M31922 13.57 11.42 30.91 0 0 0 8N06388 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06390_A23_B2 8M31923 8M31922 13.51 9.95 28.48 0 1 1 8N06390 8M31923 8M31922 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06392_E23_B2 8M72955 8L89395 27.43 10.12 30.17 0 0 0 8N06392 8M72955 8L89395 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06393 8M31936 8L89896 11.3 10.36 31.67 0 0 0 8N06393 8M31936 8L89896 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06394 8M31936 8L89896 11.75 10.3 30.35 0 0 0 8N06394 8M31936 8L89896 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06395 8M31936 8L89395 10.27 12.49 29.25 0 0 0 8N06395 8M31936 8L89395 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06396 8M71596 M0054 11.57 17.38 25.9 1 NA NA 8N06396 8M71596 M0054 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06397_N6_B2 8L52574 8M71505 12.67 14.47 27.78 0 0 0 8N06397 8L52574 8M71505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06398_J6_B2 8L52574 8M71505 12.72 11.62 29.67 0 0 0 8N06398 8L52574 8M71505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06399_P6_B2 8L52574 8M71505 12.87 13.07 28.88 0 0 0 8N06399 8L52574 8M71505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06400_K23_B2 8L52574 8M71505 14.91 10.31 30.29 0 0 0 8N06400 8L52574 8M71505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06401_M23_B2 F0056 8M72291 19.49 32.67 28.35 NA 0 NA 8N06401 F0056 8M72291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06402_E24_B4 F0056 8M72291 12.84 32.15 21.19 NA 0 NA 8N06402 F0056 8M72291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06403_I2_B2 F0056 8M72291 15.03 28.47 21.66 NA 0 NA 8N06403 F0056 8M72291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06404_E2_B2 F0056 8M72291 15.61 30.87 22.62 NA 0 NA 8N06404 F0056 8M72291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06406 8L64866 8M31732 9.17 10.89 28.07 2 0 2 8N06406 8L64866 8M31732 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06408 8L19596_B10_B4 8L57729 11.71 12.93 27.33 0 0 0 8N06408 8L19596 8L57729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
8N06412 8939824 8L19595 9.44 13.37 29.52 0 0 0 8N06412 8939824 8L19595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06413 8N06408 8939544 30.73 9.21 34.93 0 0 0 8N06413 8N06408 8939544 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06414 8L30829 8L48436 10.21 11.66 30.08 0 0 0 8N06414 8L30829 8L48436 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06415_G2_B2 F0023 8M72144_J7_B3 24.18 25.62 34.1 NA 0 NA 8N06415 F0023 8M72144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06416_O2_B2 F0023 8M72144_J7_B3 23.29 27.46 32.87 NA 0 NA 8N06416 F0023 8M72144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06417 F0023 8M72144_J7_B3 19.3 27.13 28.94 NA 0 NA 8N06417 F0023 8M72144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06418 F0023 8M72144_J7_B3 21.64 24.59 31.38 NA 0 NA 8N06418 F0023 8M72144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06421_C20_B2 F0385 8M31744_F13_B1 7.07 14.24 16.96 NA 0 NA 8N06421 F0385 8M31744 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06422_P10_B1 8M72113_P17_B1 8L89976_N5_B1 30.84 6.48 33.1 0 0 0 8N06422 8M72113 8L89976 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06425_B12_B1 8L52680_C18_B1 8L64826_G10_B1 10.45 9.8 31.44 0 0 0 8N06425 8L52680 8L64826 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06428 8M72081 M0437 25.54 19.78 30.47 0 NA NA 8N06428 8M72081 M0437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06429_A19_B3 8M72042_P15_B1 M0012 27.83 10.83 19.7 0 NA NA 8N06429 8M72042 M0012 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06430_P16_B5 F0183 M0172 3.56 3.56 8.92 NA NA NA 8N06430 F0183 M0172 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06431_B18_B5 8N06456_F12_B1 8M72133_D19_B1 20.63 26.88 30.26 0 1 1 8N06431 8N06456 8M72133 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06432_D12_B1 NA M0289 NA 5.47 NA NA NA NA 8N06432 NA M0289 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
8N06433_D10_B3 8L57941_N20_B2 8M72277 31.19 24.5 34.79 0 0 0 8N06433 8L57941 8M72277 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
