,Year_ID_Location,Year_ID,ID,Year_Location,Year,Location,Island,in_out,Least_age,Least_hatchyear,filled,obs,capt,gene_new,Sex,Own_survival,N_Recruits,r2s,parent_in_pedigree,present_in_pedigree,ever_a_parent,ringed_ad_recorded,estimated_pop_size,observed_breeding_popsize,ringnr,flok,flokyear,Island_ID,Year2,IslandYear_ID,ob,ringnr_year,Experienced_breeder,sex,IslandFitness,IslandYearFitness,IslandYearSigma_w,RelPop,logPop,VarIslandYearFitness,w,IDYear
8131,2014_8N06425_sleneset,2014_8N06425,3177,2014_sleneset,17,Sleneset,35,1,3,2011,no,obs,NA,NA,m,1,0,2,no,yes,never,31,36,35,8N06425,35,352 014,10,17,207,8053,8N06425 2014,1,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1,5480
8138,2014_8N06432_sleneset,2014_8N06432,3178,2014_sleneset,17,Sleneset,35,1,3,2011,no,obs,NA,NA,f,0,0,0,no,yes,yes,31,36,35,8N06432,35,352 014,10,17,207,8060,8N06432 2014,1,1,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,0,5487
8395,2014_8N13423_sleneset,2014_8N13423,3290,2014_sleneset,17,Sleneset,35,1,1,2013,no,NA,capt,NA,m,1,1,3,yes,yes,yes,31,36,35,8N13423,35,352 014,10,17,207,8314,8N13423 2014,0,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1.5,5737
8399,2014_8N13425_sleneset,2014_8N13425,3291,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,capt,NA,f,1,2,4,yes,yes,yes,31,36,35,8N13425,35,352 014,10,17,207,8318,8N13425 2014,0,1,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,2,5741
10146,2014_8N72067_sleneset,2014_8N72067,4067,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,capt,NA,m,1,2,4,yes,yes,yes,31,36,35,8N72067,35,352 014,10,17,207,10038,8N72067 2014,0,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,2,7265
10156,2014_8N72073_sleneset,2014_8N72073,4068,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,NA,NA,m,1,1,3,yes,yes,yes,31,36,35,8N72073,35,352 014,10,17,207,10044,8N72073 2014,0,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1.5,7267
10171,2014_8N72122_sleneset,2014_8N72122,4073,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,NA,NA,f,0,0,0,no,yes,never,31,36,35,8N72122,35,352 014,10,17,207,10059,8N72122 2014,0,1,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,0,7282
10176,2014_8N72132_sleneset,2014_8N72132,4075,2014_sleneset,17,Sleneset,35,1,2,2012,no,obs,NA,NA,f,0,2,2,yes,yes,yes,31,36,35,8N72132,35,352 014,10,17,207,10064,8N72132 2014,1,1,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1,7286
10220,2014_8N72320_sleneset,2014_8N72320,4092,2014_sleneset,17,Sleneset,35,1,2,2012,yes,NA,NA,NA,m,1,0,2,no,yes,never,31,36,35,8N72320,35,352 014,10,17,207,10107,8N72320 2014,1,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1,7323
10296,2014_8N72433_sleneset,2014_8N72433,4118,2014_sleneset,17,Sleneset,35,1,2,2012,no,obs,NA,NA,m,1,1,3,yes,yes,yes,31,36,35,8N72433,35,352 014,10,17,207,10183,8N72433 2014,1,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1.5,7383
10321,2014_8N72466_sleneset,2014_8N72466,4129,2014_sleneset,17,Sleneset,35,1,2,2012,no,obs,NA,NA,f,0,1,1,yes,yes,yes,31,36,35,8N72466,35,352 014,10,17,207,10208,8N72466 2014,1,1,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,0.5,7409
10323,2014_8N72472_sleneset,2014_8N72472,4130,2014_sleneset,17,Sleneset,35,1,2,2012,no,obs,capt,NA,m,1,4,6,yes,yes,yes,31,36,35,8N72472,35,352 014,10,17,207,10210,8N72472 2014,1,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,3,7412
10465,2014_8N72970_sleneset,2014_8N72970,4204,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,NA,NA,f,1,3,5,yes,yes,yes,31,36,35,8N72970,35,352 014,10,17,207,10352,8N72970 2014,0,1,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,2.5,7552
10576,2014_8N73389_sleneset,2014_8N73389,4243,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,NA,NA,m,1,1,3,yes,yes,yes,31,36,35,8N73389,35,352 014,10,17,207,10462,8N73389 2014,0,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1.5,7645
10775,2014_8N87135_sleneset,2014_8N87135,4335,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,NA,NA,m,1,0,2,no,yes,yes,31,36,35,8N87135,35,352 014,10,17,207,10659,8N87135 2014,0,0,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1,7863
10777,2014_8N87136_sleneset,2014_8N87136,4336,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,NA,NA,f,1,0,2,yes,yes,yes,31,36,35,8N87136,35,352 014,10,17,207,10661,8N87136 2014,0,1,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,1,7865
10935,2014_8N87704_sleneset,2014_8N87704,4403,2014_sleneset,17,Sleneset,35,1,1,2013,no,obs,NA,NA,f,1,4,6,yes,yes,yes,31,36,35,8N87704,35,352 014,10,17,207,10817,8N87704 2014,0,1,0.843342037,1.058823529,0.799465241,-0.16453967,-0.679724438,0.046432274,3,8004
7379,2015_8M72210_sleneset,2015_8M72210,2854,2015_sleneset,18,Sleneset,35,1,5,2010,no,obs,NA,NA,m,1,0,2,no,no,never,25,47,34,8M72210,35,352 015,10,18,208,7322,8M72210 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,4801
8132,2015_8N06425_sleneset,2015_8N06425,3177,2015_sleneset,18,Sleneset,35,1,4,2011,no,obs,NA,NA,m,1,0,2,no,yes,never,25,47,34,8N06425,35,352 015,10,18,208,8054,8N06425 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,5481
8287,2015_8N13216_sleneset,2015_8N13216,3245,2015_sleneset,18,Sleneset,35,1,1,2014,yes,NA,NA,NA,f,1,1,3,yes,yes,yes,25,47,34,8N13216,35,352 015,10,18,208,8209,8N13216 2015,0,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1.5,5641
8314,2015_8N13286_sleneset,2015_8N13286,3256,2015_sleneset,18,Sleneset,35,1,1,2014,no,obs,NA,NA,f,1,2,4,yes,yes,yes,25,47,34,8N13286,35,352 015,10,18,208,8234,8N13286 2015,0,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,2,5664
8367,2015_8N13384_sleneset,2015_8N13384,3276,2015_sleneset,18,Sleneset,35,1,1,2014,no,obs,NA,NA,m,1,0,2,no,yes,yes,25,47,34,8N13384,35,352 015,10,18,208,8286,8N13384 2015,0,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,5706
8369,2015_8N13385_sleneset,2015_8N13385,3277,2015_sleneset,18,Sleneset,35,1,1,2014,no,obs,NA,NA,m,1,0,2,no,yes,yes,25,47,34,8N13385,35,352 015,10,18,208,8288,8N13385 2015,0,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,5708
8396,2015_8N13423_sleneset,2015_8N13423,3290,2015_sleneset,18,Sleneset,35,1,2,2013,no,obs,NA,NA,m,1,1,3,yes,yes,yes,25,47,34,8N13423,35,352 015,10,18,208,8315,8N13423 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1.5,5738
8400,2015_8N13425_sleneset,2015_8N13425,3291,2015_sleneset,18,Sleneset,35,1,2,2013,no,obs,NA,NA,f,0,2,2,yes,yes,yes,25,47,34,8N13425,35,352 015,10,18,208,8319,8N13425 2015,1,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,5742
8496,2015_8N13599_sleneset,2015_8N13599,3322,2015_sleneset,18,Sleneset,35,1,1,2014,no,obs,NA,NA,m,1,2,4,yes,yes,yes,25,47,34,8N13599,35,352 015,10,18,208,8413,8N13599 2015,0,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,2,5802
8499,2015_8N13600_sleneset,2015_8N13600,3323,2015_sleneset,18,Sleneset,35,1,1,2014,no,obs,NA,NA,f,1,1,3,yes,yes,yes,25,47,34,8N13600,35,352 015,10,18,208,8416,8N13600 2015,0,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1.5,5805
8502,2015_8N13716_sleneset,2015_8N13716,3325,2015_sleneset,18,Sleneset,35,1,1,2014,no,obs,NA,NA,m,0,1,1,yes,yes,yes,25,47,34,8N13716,35,352 015,10,18,208,8419,8N13716 2015,0,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,0.5,5808
8530,2015_8N13797_sleneset,2015_8N13797,3333,2015_sleneset,18,Sleneset,35,1,1,2014,no,obs,NA,NA,m,1,0,2,no,yes,never,25,47,34,8N13797,35,352 015,10,18,208,8447,8N13797 2015,0,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,5822
8534,2015_8N13798_sleneset,2015_8N13798,3334,2015_sleneset,18,Sleneset,35,1,1,2014,no,obs,NA,NA,m,0,0,0,no,yes,never,25,47,34,8N13798,35,352 015,10,18,208,8451,8N13798 2015,0,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,0,5826
8858,2015_8N14803_sleneset,2015_8N14803,3463,2015_sleneset,18,Sleneset,35,1,1,2014,no,NA,capt,NA,f,1,2,4,yes,yes,yes,25,47,34,8N14803,35,352 015,10,18,208,8769,8N14803 2015,0,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,2,6128
9428,2015_8N28170_sleneset,2015_8N28170,3698,2015_sleneset,18,Sleneset,35,1,1,2014,no,NA,capt,NA,f,0,0,0,no,yes,never,25,47,34,8N28170,35,352 015,10,18,208,9332,8N28170 2015,0,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,0,6620
10147,2015_8N72067_sleneset,2015_8N72067,4067,2015_sleneset,18,Sleneset,35,1,2,2013,gene_new,NA,NA,gene_new,m,0,2,2,yes,yes,yes,25,47,34,8N72067,35,352 015,10,18,208,10039,8N72067 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,7266
10157,2015_8N72073_sleneset,2015_8N72073,4068,2015_sleneset,18,Sleneset,35,1,2,2013,no,obs,NA,NA,m,0,1,1,yes,yes,yes,25,47,34,8N72073,35,352 015,10,18,208,10045,8N72073 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,0.5,7268
10221,2015_8N72320_sleneset,2015_8N72320,4092,2015_sleneset,18,Sleneset,35,1,3,2012,yes,NA,NA,NA,m,1,0,2,no,yes,never,25,47,34,8N72320,35,352 015,10,18,208,10108,8N72320 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,7324
10297,2015_8N72433_sleneset,2015_8N72433,4118,2015_sleneset,18,Sleneset,35,1,3,2012,no,obs,NA,NA,m,1,1,3,yes,yes,yes,25,47,34,8N72433,35,352 015,10,18,208,10184,8N72433 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1.5,7384
10324,2015_8N72472_sleneset,2015_8N72472,4130,2015_sleneset,18,Sleneset,35,1,3,2012,no,obs,NA,NA,m,0,1,1,yes,yes,yes,25,47,34,8N72472,35,352 015,10,18,208,10211,8N72472 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,0.5,7413
10466,2015_8N72970_sleneset,2015_8N72970,4204,2015_sleneset,18,Sleneset,35,1,2,2013,no,obs,NA,NA,f,1,2,4,yes,yes,yes,25,47,34,8N72970,35,352 015,10,18,208,10353,8N72970 2015,1,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,2,7553
10577,2015_8N73389_sleneset,2015_8N73389,4243,2015_sleneset,18,Sleneset,35,1,2,2013,yes,NA,NA,NA,m,1,0,2,no,yes,yes,25,47,34,8N73389,35,352 015,10,18,208,10463,8N73389 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1,7646
10776,2015_8N87135_sleneset,2015_8N87135,4335,2015_sleneset,18,Sleneset,35,1,2,2013,no,obs,NA,NA,m,0,3,3,yes,yes,yes,25,47,34,8N87135,35,352 015,10,18,208,10660,8N87135 2015,1,0,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1.5,7864
10778,2015_8N87136_sleneset,2015_8N87136,4336,2015_sleneset,18,Sleneset,35,1,2,2013,no,NA,capt,NA,f,0,0,0,no,yes,yes,25,47,34,8N87136,35,352 015,10,18,208,10662,8N87136 2015,1,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,0,7866
10923,2015_8N87692_sleneset,2015_8N87692,4400,2015_sleneset,18,Sleneset,35,1,1,2014,no,NA,capt,NA,f,1,1,3,yes,yes,yes,25,47,34,8N87692,35,352 015,10,18,208,10805,8N87692 2015,0,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1.5,7997
10936,2015_8N87704_sleneset,2015_8N87704,4403,2015_sleneset,18,Sleneset,35,1,2,2013,yes,NA,NA,NA,f,1,1,3,yes,yes,yes,25,47,34,8N87704,35,352 015,10,18,208,10818,8N87704 2015,1,1,0.843342037,1.045454545,0.365056818,0.024113379,-0.413095774,0.040849466,1.5,8005
7380,2016_8M72210_sleneset,2016_8M72210,2854,2016_sleneset,19,Sleneset,35,1,6,2010,no,obs,NA,NA,m,0,0,0,no,no,never,28,50,39,8M72210,35,352 016,10,19,209,7323,8M72210 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,0,4802
8133,2016_8N06425_sleneset,2016_8N06425,3177,2016_sleneset,19,Sleneset,35,1,5,2011,yes,NA,NA,NA,m,1,0,2,no,yes,never,28,50,39,8N06425,35,352 016,10,19,209,8055,8N06425 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,5482
8288,2016_8N13216_sleneset,2016_8N13216,3245,2016_sleneset,19,Sleneset,35,1,2,2014,yes,NA,NA,NA,f,1,2,4,yes,yes,yes,28,50,39,8N13216,35,352 016,10,19,209,8210,8N13216 2016,1,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,2,5642
8315,2016_8N13286_sleneset,2016_8N13286,3256,2016_sleneset,19,Sleneset,35,1,2,2014,no,obs,capt,NA,f,1,0,2,no,yes,yes,28,50,39,8N13286,35,352 016,10,19,209,8235,8N13286 2016,1,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,5665
8368,2016_8N13384_sleneset,2016_8N13384,3276,2016_sleneset,19,Sleneset,35,1,2,2014,no,obs,NA,NA,m,0,3,3,yes,yes,yes,28,50,39,8N13384,35,352 016,10,19,209,8287,8N13384 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1.5,5707
8370,2016_8N13385_sleneset,2016_8N13385,3277,2016_sleneset,19,Sleneset,35,1,2,2014,yes,NA,NA,NA,m,1,0,2,no,yes,yes,28,50,39,8N13385,35,352 016,10,19,209,8289,8N13385 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,5709
8397,2016_8N13423_sleneset,2016_8N13423,3290,2016_sleneset,19,Sleneset,35,1,3,2013,no,NA,capt,NA,m,1,0,2,no,yes,yes,28,50,39,8N13423,35,352 016,10,19,209,8316,8N13423 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,5739
8497,2016_8N13599_sleneset,2016_8N13599,3322,2016_sleneset,19,Sleneset,35,1,2,2014,no,obs,NA,NA,m,1,0,2,no,yes,yes,28,50,39,8N13599,35,352 016,10,19,209,8414,8N13599 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,5803
8500,2016_8N13600_sleneset,2016_8N13600,3323,2016_sleneset,19,Sleneset,35,1,2,2014,gene_new,NA,NA,gene_new,f,0,1,1,yes,yes,yes,28,50,39,8N13600,35,352 016,10,19,209,8417,8N13600 2016,1,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,0.5,5806
8505,2016_8N13723_sleneset,2016_8N13723,3327,2016_sleneset,19,Sleneset,35,1,2,2014,gene_new,NA,NA,gene_new,m,1,2,4,yes,yes,yes,28,50,39,8N13723,35,352 016,10,19,209,8422,8N13723 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,2,5811
8531,2016_8N13797_sleneset,2016_8N13797,3333,2016_sleneset,19,Sleneset,35,1,2,2014,no,obs,NA,NA,m,1,0,2,no,yes,never,28,50,39,8N13797,35,352 016,10,19,209,8448,8N13797 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,5823
8859,2016_8N14803_sleneset,2016_8N14803,3463,2016_sleneset,19,Sleneset,35,1,2,2014,gene_new,NA,NA,gene_new,f,1,1,3,yes,yes,yes,28,50,39,8N14803,35,352 016,10,19,209,8770,8N14803 2016,1,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1.5,6129
9373,2016_8N28009_sleneset,2016_8N28009,3677,2016_sleneset,19,Sleneset,35,1,1,2015,no,NA,capt,NA,f,0,4,4,yes,yes,yes,28,50,39,8N28009,35,352 016,10,19,209,9278,8N28009 2016,0,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,2,6580
9374,2016_8N28016_sleneset,2016_8N28016,3678,2016_sleneset,19,Sleneset,35,1,1,2015,no,NA,capt,NA,f,0,2,2,yes,yes,yes,28,50,39,8N28016,35,352 016,10,19,209,9279,8N28016 2016,0,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,6581
9375,2016_8N28024_sleneset,2016_8N28024,3679,2016_sleneset,19,Sleneset,35,1,1,2015,yes,NA,NA,NA,f,1,0,2,no,yes,never,28,50,39,8N28024,35,352 016,10,19,209,9280,8N28024 2016,0,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,6582
9377,2016_8N28026_sleneset,2016_8N28026,3680,2016_sleneset,19,Sleneset,35,1,1,2015,no,obs,capt,NA,m,0,1,1,yes,yes,yes,28,50,39,8N28026,35,352 016,10,19,209,9282,8N28026 2016,0,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,0.5,6586
9454,2016_8N28223_sleneset,2016_8N28223,3707,2016_sleneset,19,Sleneset,35,1,1,2015,no,obs,capt,NA,f,0,1,1,yes,yes,yes,28,50,39,8N28223,35,352 016,10,19,209,9357,8N28223 2016,0,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,0.5,6636
9497,2016_8N28316_sleneset,2016_8N28316,3722,2016_sleneset,19,Sleneset,35,1,1,2015,no,NA,capt,NA,f,0,1,1,yes,yes,yes,28,50,39,8N28316,35,352 016,10,19,209,9400,8N28316 2016,0,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,0.5,6673
9783,2016_8N28926_sleneset,2016_8N28926,3865,2016_sleneset,19,Sleneset,35,1,1,2015,no,obs,capt,NA,m,0,2,2,yes,yes,yes,28,50,39,8N28926,35,352 016,10,19,209,9681,8N28926 2016,0,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,6947
9797,2016_8N28947_sleneset,2016_8N28947,3871,2016_sleneset,19,Sleneset,35,1,1,2015,no,NA,capt,NA,m,0,1,1,yes,yes,yes,28,50,39,8N28947,35,352 016,10,19,209,9695,8N28947 2016,0,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,0.5,6960
10222,2016_8N72320_sleneset,2016_8N72320,4092,2016_sleneset,19,Sleneset,35,1,4,2012,yes,NA,NA,NA,m,1,0,2,no,yes,never,28,50,39,8N72320,35,352 016,10,19,209,10109,8N72320 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,7325
10298,2016_8N72433_sleneset,2016_8N72433,4118,2016_sleneset,19,Sleneset,35,1,4,2012,no,obs,NA,NA,m,0,0,0,no,yes,yes,28,50,39,8N72433,35,352 016,10,19,209,10185,8N72433 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,0,7385
10467,2016_8N72970_sleneset,2016_8N72970,4204,2016_sleneset,19,Sleneset,35,1,3,2013,no,obs,NA,NA,f,1,2,4,yes,yes,yes,28,50,39,8N72970,35,352 016,10,19,209,10354,8N72970 2016,1,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,2,7554
10578,2016_8N73389_sleneset,2016_8N73389,4243,2016_sleneset,19,Sleneset,35,1,3,2013,yes,NA,NA,NA,m,1,0,2,no,yes,yes,28,50,39,8N73389,35,352 016,10,19,209,10464,8N73389 2016,1,0,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,7647
10924,2016_8N87692_sleneset,2016_8N87692,4400,2016_sleneset,19,Sleneset,35,1,2,2014,gene_new,NA,NA,gene_new,f,0,1,1,yes,yes,yes,28,50,39,8N87692,35,352 016,10,19,209,10806,8N87692 2016,1,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,0.5,7998
10937,2016_8N87704_sleneset,2016_8N87704,4403,2016_sleneset,19,Sleneset,35,1,3,2013,no,obs,NA,NA,f,0,2,2,yes,yes,yes,28,50,39,8N87704,35,352 016,10,19,209,10819,8N87704 2016,1,1,0.843342037,1.065789474,0.461770982,0.075564211,-0.351220371,0.049482862,1,8006
670,1999_8681064_sleneset,1999_8681064,230,1999_sleneset,2,Sleneset,35,1,2,1997,yes,NA,NA,NA,m,1,0,2,no,no,never,40,75,52,8681064,35,351 999,10,2,192,669,86 810 641 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1,3437
673,1999_8681065_sleneset,1999_8681065,231,1999_sleneset,2,Sleneset,35,1,3,1996,no,obs,NA,NA,m,1,1,3,yes,yes,yes,40,75,52,8681065,35,351 999,10,2,192,672,86 810 651 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1.5,3471
677,1999_8681066_sleneset,1999_8681066,232,1999_sleneset,2,Sleneset,35,1,2,1997,yes,NA,NA,NA,m,1,0,2,no,no,never,40,75,52,8681066,35,351 999,10,2,192,676,86 810 661 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1,3509
680,1999_8681067_sleneset,1999_8681067,233,1999_sleneset,2,Sleneset,35,1,2,1997,no,obs,NA,NA,f,1,0,2,no,yes,never,40,75,52,8681067,35,351 999,10,2,192,679,86 810 671 999,1,1,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1,3548
683,1999_8681068_sleneset,1999_8681068,234,1999_sleneset,2,Sleneset,35,1,2,1997,no,obs,NA,NA,m,0,0,0,no,no,never,40,75,52,8681068,35,351 999,10,2,192,682,86 810 681 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,0,3564
685,1999_8681069_sleneset,1999_8681069,235,1999_sleneset,2,Sleneset,35,1,3,1996,yes,NA,NA,NA,f,1,0,2,no,yes,yes,40,75,52,8681069,35,351 999,10,2,192,684,86 810 691 999,1,1,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1,3600
688,1999_8681070_sleneset,1999_8681070,236,1999_sleneset,2,Sleneset,35,1,2,1997,no,obs,capt,NA,m,1,0,2,no,yes,yes,40,75,52,8681070,35,351 999,10,2,192,687,86 810 701 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1,3625
692,1999_8681071_sleneset,1999_8681071,237,1999_sleneset,2,Sleneset,35,1,2,1997,no,obs,NA,NA,m,0,0,0,no,no,never,40,75,52,8681071,35,351 999,10,2,192,691,86 810 711 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,0,3647
759,1999_8681202_sleneset,1999_8681202,261,1999_sleneset,2,Sleneset,35,1,2,1997,yes,NA,NA,NA,m,1,0,2,no,no,never,40,75,52,8681202,35,351 999,10,2,192,757,86 812 021 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1,4241
776,1999_8681213_sleneset,1999_8681213,262,1999_sleneset,2,Sleneset,35,1,2,1997,no,obs,NA,NA,f,0,0,0,no,yes,never,40,75,52,8681213,35,351 999,10,2,192,774,86 812 131 999,1,1,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,0,4279
782,1999_8681218_sleneset,1999_8681218,263,1999_sleneset,2,Sleneset,35,1,2,1997,no,NA,capt,NA,m,0,0,0,no,no,never,40,75,52,8681218,35,351 999,10,2,192,780,86 812 181 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,0,4303
1045,1999_8730458_sleneset,1999_8730458,339,1999_sleneset,2,Sleneset,35,1,2,1997,gene_new,NA,NA,gene_new,m,0,1,1,yes,yes,yes,40,75,52,8730458,35,351 999,10,2,192,1043,87 304 581 999,1,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,0.5,5955
1190,1999_8732220_sleneset,1999_8732220,414,1999_sleneset,2,Sleneset,35,1,1,1998,no,obs,capt,NA,f,0,1,1,yes,yes,yes,40,75,52,8732220,35,351 999,10,2,192,1188,87 322 201 999,0,1,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,0.5,7429
1272,1999_8732524_sleneset,1999_8732524,457,1999_sleneset,2,Sleneset,35,1,1,1998,yes,NA,NA,NA,f,1,0,2,no,no,never,40,75,52,8732524,35,351 999,10,2,192,1269,87 325 241 999,0,1,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1,8143
1274,1999_8732525_sleneset,1999_8732525,458,1999_sleneset,2,Sleneset,35,1,1,1998,no,obs,NA,NA,f,1,1,3,yes,yes,yes,40,75,52,8732525,35,351 999,10,2,192,1271,87 325 251 999,0,1,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1.5,8145
1277,1999_8732527_sleneset,1999_8732527,460,1999_sleneset,2,Sleneset,35,1,1,1998,no,obs,NA,NA,m,0,0,0,no,yes,never,40,75,52,8732527,35,351 999,10,2,192,1274,87 325 271 999,0,0,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,0,8149
1279,1999_8732537_sleneset,1999_8732537,462,1999_sleneset,2,Sleneset,35,1,1,1998,yes,NA,NA,NA,f,1,0,2,no,yes,never,40,75,52,8732537,35,351 999,10,2,192,1276,87 325 371 999,0,1,0.843342037,0.701923077,0.335878582,0.50432114,0.054244737,0.019999322,1,8151
